Código;Descripción corta;UdM base;Tipo;Perfil logístico
1S2VCREJI%NG35;PLATAFORMA DEPORTIVA;UN;CALZADO;
1S2VCREJI%NG36;PLATAFORMA DEPORTIVA;UN;CALZADO;
1S2VCREJI%NG37;PLATAFORMA DEPORTIVA;UN;CALZADO;
1S2VCREJI%NG38;PLATAFORMA DEPORTIVA;UN;CALZADO;
1S2VCREJI%NG39;PLATAFORMA DEPORTIVA;UN;CALZADO;
1S2VCREJI%NG40;PLATAFORMA DEPORTIVA;UN;CALZADO;
1S2VCREMI%FX35;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%FX36;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%FX37;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%FX38;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%FX39;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%FX40;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%LR35;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%LR36;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%LR37;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%LR38;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%LR39;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%LR40;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%NG35;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%NG36;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%NG37;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%NG38;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%NG39;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%NG40;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%VD35;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%VD36;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%VD37;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%VD38;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%VD39;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCREMI%VD40;SANDALIA DE TIRAS;UN;CALZADO;
1S2VCRENI%FX35;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%FX36;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%FX37;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%FX38;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%FX39;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%FX40;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%NG35;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%NG36;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%NG37;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%NG38;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%NG39;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%NG40;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%OF35;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%OF36;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%OF37;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%OF38;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%OF39;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%OF40;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%VD35;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%VD36;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%VD37;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%VD38;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%VD39;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCRENI%VD40;BOTINETA ARRUGADA;UN;CALZADO;
1S2VCREPE%MB35;PLATAFORMA CON YUTE;UN;CALZADO;
1S2VCREPE%MB36;PLATAFORMA CON YUTE;UN;CALZADO;
1S2VCREPE%MB37;PLATAFORMA CON YUTE;UN;CALZADO;
1S2VCREPE%MB38;PLATAFORMA CON YUTE;UN;CALZADO;
1S2VCREPE%MB39;PLATAFORMA CON YUTE;UN;CALZADO;
1S2VCREPE%MB40;PLATAFORMA CON YUTE;UN;CALZADO;
1S2VCREPE%NG35;PLATAFORMA CON YUTE;UN;CALZADO;
1S2VCREPE%NG36;PLATAFORMA CON YUTE;UN;CALZADO;
1S2VCREPE%NG37;PLATAFORMA CON YUTE;UN;CALZADO;
1S2VCREPE%NG38;PLATAFORMA CON YUTE;UN;CALZADO;
1S2VCREPE%NG39;PLATAFORMA CON YUTE;UN;CALZADO;
1S2VCREPE%NG40;PLATAFORMA CON YUTE;UN;CALZADO;
1S2VCRIBRET%NG35;OJOTA SRKNY;UN;CALZADO;
1S2VCRIBRET%NG36;OJOTA SRKNY;UN;CALZADO;
1S2VCRIBRET%NG37;OJOTA SRKNY;UN;CALZADO;
1S2VCRIBRET%NG38;OJOTA SRKNY;UN;CALZADO;
1S2VCRIBRET%NG39;OJOTA SRKNY;UN;CALZADO;
1S2VCRIBRET%NG40;OJOTA SRKNY;UN;CALZADO;
1S2VCROB%MB35;SANDALIA CON CADENA;UN;CALZADO;
1S2VCROB%MB36;SANDALIA CON CADENA;UN;CALZADO;
1S2VCROB%MB37;SANDALIA CON CADENA;UN;CALZADO;
1S2VCROB%MB38;SANDALIA CON CADENA;UN;CALZADO;
1S2VCROB%MB39;SANDALIA CON CADENA;UN;CALZADO;
1S2VCROB%MB40;SANDALIA CON CADENA;UN;CALZADO;
1S2VCROB%NG35;SANDALIA CON CADENA;UN;CALZADO;
1S2VCROB%NG36;SANDALIA CON CADENA;UN;CALZADO;
1S2VCROB%NG37;SANDALIA CON CADENA;UN;CALZADO;
1S2VCROB%NG38;SANDALIA CON CADENA;UN;CALZADO;
1S2VCROB%NG39;SANDALIA CON CADENA;UN;CALZADO;
1S2VCROB%NG40;SANDALIA CON CADENA;UN;CALZADO;
1S2VCSAM%BL35;ZAPATILLA DE CUERO VULCANIZADA;UN;CALZADO;
1S2VCSAM%BL36;ZAPATILLA DE CUERO VULCANIZADA;UN;CALZADO;
1S2VCSAM%BL37;ZAPATILLA DE CUERO VULCANIZADA;UN;CALZADO;
1S2VCSAM%BL38;ZAPATILLA DE CUERO VULCANIZADA;UN;CALZADO;
1S2VCSAM%BL39;ZAPATILLA DE CUERO VULCANIZADA;UN;CALZADO;
1S2VCSAM%BL40;ZAPATILLA DE CUERO VULCANIZADA;UN;CALZADO;
1S2VCSAN%EP35;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSAN%EP36;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSAN%EP37;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSAN%EP38;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSAN%EP39;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSAN%EP40;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSAN%NG35;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSAN%NG36;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSAN%NG37;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSAN%NG38;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSAN%NG39;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSAN%NG40;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSCALA%NG35;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSCALA%NG36;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSCALA%NG37;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSCALA%NG38;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSCALA%NG39;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSCALA%NG40;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCSHANES%FX35;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANES%FX36;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANES%FX37;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANES%FX38;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANES%FX39;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANES%FX40;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANE%SX35;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANE%SX36;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANE%SX37;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANE%SX38;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANE%SX39;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANE%SX40;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANE%VD35;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANE%VD36;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANE%VD37;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANE%VD38;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANE%VD39;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHANE%VD40;BOTA A LA RODILLA;UN;CALZADO;
1S2VCSHEY%BL35;PLATAFORMA CON TACHAS;UN;CALZADO;
1S2VCSHEY%BL36;PLATAFORMA CON TACHAS;UN;CALZADO;
1S2VCSHEY%BL37;PLATAFORMA CON TACHAS;UN;CALZADO;
1S2VCSHEY%BL38;PLATAFORMA CON TACHAS;UN;CALZADO;
1S2VCSHEY%BL39;PLATAFORMA CON TACHAS;UN;CALZADO;
1S2VCSHEY%BL40;PLATAFORMA CON TACHAS;UN;CALZADO;
1S2VCSHEY%NG35;PLATAFORMA CON TACHAS;UN;CALZADO;
1S2VCSHEY%NG36;PLATAFORMA CON TACHAS;UN;CALZADO;
1S2VCSHEY%NG37;PLATAFORMA CON TACHAS;UN;CALZADO;
1S2VCSHEY%NG38;PLATAFORMA CON TACHAS;UN;CALZADO;
1S2VCSHEY%NG39;PLATAFORMA CON TACHAS;UN;CALZADO;
1S2VCSHEY%NG40;PLATAFORMA CON TACHAS;UN;CALZADO;
1S2VCSHUI%EP35;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%EP36;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%EP37;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%EP38;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%EP39;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%EP40;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%KL35;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%KL36;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%KL37;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%KL38;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%KL39;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%KL40;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%NG35;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%NG36;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%NG37;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%NG38;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%NG39;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSHUI%NG40;SANDALIA  FAJA TRENZADA;UN;CALZADO;
1S2VCSIKA%NG35;PLATAFORMA CON LOGO;UN;CALZADO;
1S2VCSIKA%NG36;PLATAFORMA CON LOGO;UN;CALZADO;
1S2VCSIKA%NG37;PLATAFORMA CON LOGO;UN;CALZADO;
1S2VCSIKA%NG38;PLATAFORMA CON LOGO;UN;CALZADO;
1S2VCSIKA%NG39;PLATAFORMA CON LOGO;UN;CALZADO;
1S2VCSIKA%NG40;PLATAFORMA CON LOGO;UN;CALZADO;
1S2VCTITY%BL35;SANDALIA ANCHA;UN;CALZADO;
1S2VCTITY%BL36;SANDALIA ANCHA;UN;CALZADO;
1S2VCTITY%BL37;SANDALIA ANCHA;UN;CALZADO;
1S2VCTITY%BL38;SANDALIA ANCHA;UN;CALZADO;
1S2VCTITY%BL39;SANDALIA ANCHA;UN;CALZADO;
1S2VCTITY%BL40;SANDALIA ANCHA;UN;CALZADO;
1S2VCTITY%NG35;SANDALIA ANCHA;UN;CALZADO;
1S2VCTITY%NG36;SANDALIA ANCHA;UN;CALZADO;
1S2VCTITY%NG37;SANDALIA ANCHA;UN;CALZADO;
1S2VCTITY%NG38;SANDALIA ANCHA;UN;CALZADO;
1S2VCTITY%NG39;SANDALIA ANCHA;UN;CALZADO;
1S2VCTITY%NG40;SANDALIA ANCHA;UN;CALZADO;
1S2VCTUNDRA%BL35;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCTUNDRA%BL36;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCTUNDRA%BL37;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCTUNDRA%BL38;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCTUNDRA%BL39;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCTUNDRA%BL40;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCTUNDRA%NG35;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCTUNDRA%NG36;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCTUNDRA%NG37;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCTUNDRA%NG38;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCTUNDRA%NG39;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCTUNDRA%NG40;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCUNIC%BL35;ZUECO CON PUNTERA;UN;CALZADO;
1S2VCUNIC%BL36;ZUECO CON PUNTERA;UN;CALZADO;
1S2VCUNIC%BL37;ZUECO CON PUNTERA;UN;CALZADO;
1S2VCUNIC%BL38;ZUECO CON PUNTERA;UN;CALZADO;
1S2VCUNIC%BL39;ZUECO CON PUNTERA;UN;CALZADO;
1S2VCUNIC%BL40;ZUECO CON PUNTERA;UN;CALZADO;
1S2VCUNIC%NG35;ZUECO CON PUNTERA;UN;CALZADO;
1S2VCUNIC%NG36;ZUECO CON PUNTERA;UN;CALZADO;
1S2VCUNIC%NG37;ZUECO CON PUNTERA;UN;CALZADO;
1S2VCUNIC%NG38;ZUECO CON PUNTERA;UN;CALZADO;
1S2VCUNIC%NG39;ZUECO CON PUNTERA;UN;CALZADO;
1S2VCUNIC%NG40;ZUECO CON PUNTERA;UN;CALZADO;
1S2VCVALEN%NG35;SANDALIA DE TIRAS Y TACHAS;UN;CALZADO;
1S2VCVALEN%NG36;SANDALIA DE TIRAS Y TACHAS;UN;CALZADO;
1S2VCVALEN%NG37;SANDALIA DE TIRAS Y TACHAS;UN;CALZADO;
1S2VCVALEN%NG38;SANDALIA DE TIRAS Y TACHAS;UN;CALZADO;
1S2VCVALEN%NG39;SANDALIA DE TIRAS Y TACHAS;UN;CALZADO;
1S2VCVALEN%NG40;SANDALIA DE TIRAS Y TACHAS;UN;CALZADO;
1S2VCVANE%BL35;BIRK CON TACHAS;UN;CALZADO;
1S2VCVANE%BL36;BIRK CON TACHAS;UN;CALZADO;
1S2VCVANE%BL37;BIRK CON TACHAS;UN;CALZADO;
1S2VCVANE%BL38;BIRK CON TACHAS;UN;CALZADO;
1S2VCVANE%BL39;BIRK CON TACHAS;UN;CALZADO;
1S2VCVANE%BL40;BIRK CON TACHAS;UN;CALZADO;
1S2VCVANE%NG35;BIRK CON TACHAS;UN;CALZADO;
1S2VCVANE%NG36;BIRK CON TACHAS;UN;CALZADO;
1S2VCVANE%NG37;BIRK CON TACHAS;UN;CALZADO;
1S2VCVANE%NG38;BIRK CON TACHAS;UN;CALZADO;
1S2VCVANE%NG39;BIRK CON TACHAS;UN;CALZADO;
1S2VCVANE%NG40;BIRK CON TACHAS;UN;CALZADO;
1S2VCVICA%NG35;PLATAFORMA DE TIRA Y PULSERA;UN;CALZADO;
1S2VCVICA%NG36;PLATAFORMA DE TIRA Y PULSERA;UN;CALZADO;
1S2VCVICA%NG37;PLATAFORMA DE TIRA Y PULSERA;UN;CALZADO;
1S2VCVICA%NG38;PLATAFORMA DE TIRA Y PULSERA;UN;CALZADO;
1S2VCVICA%NG39;PLATAFORMA DE TIRA Y PULSERA;UN;CALZADO;
1S2VCVICA%NG40;PLATAFORMA DE TIRA Y PULSERA;UN;CALZADO;
1S2VCVIC%NG35;SANDALIA CON PULSERA;UN;CALZADO;
1S2VCVIC%NG36;SANDALIA CON PULSERA;UN;CALZADO;
1S2VCVIC%NG37;SANDALIA CON PULSERA;UN;CALZADO;
1S2VCVIC%NG38;SANDALIA CON PULSERA;UN;CALZADO;
1S2VCVIC%NG39;SANDALIA CON PULSERA;UN;CALZADO;
1S2VCVIC%NG40;SANDALIA CON PULSERA;UN;CALZADO;
1S2VCVITY%NG35;PLATAFORMA CON PASADORES;UN;CALZADO;
1S2VCVITY%NG36;PLATAFORMA CON PASADORES;UN;CALZADO;
1S2VCVITY%NG37;PLATAFORMA CON PASADORES;UN;CALZADO;
1S2VCVITY%NG38;PLATAFORMA CON PASADORES;UN;CALZADO;
1S2VCVITY%NG39;PLATAFORMA CON PASADORES;UN;CALZADO;
1S2VCVITY%NG40;PLATAFORMA CON PASADORES;UN;CALZADO;
1S2VCVIVIAN%NG35;SANDALIA CON FAJA;UN;CALZADO;
1S2VCVIVIAN%NG36;SANDALIA CON FAJA;UN;CALZADO;
1S2VCVIVIAN%NG37;SANDALIA CON FAJA;UN;CALZADO;
1S2VCVIVIAN%NG38;SANDALIA CON FAJA;UN;CALZADO;
1S2VCVIVIAN%NG39;SANDALIA CON FAJA;UN;CALZADO;
1S2VCVIVIAN%NG40;SANDALIA CON FAJA;UN;CALZADO;
1S2VCWES%NG35;PLATAFORMA CON APLIQUES;UN;CALZADO;
1S2VCWES%NG36;PLATAFORMA CON APLIQUES;UN;CALZADO;
1S2VCWES%NG37;PLATAFORMA CON APLIQUES;UN;CALZADO;
1S2VCWES%NG38;PLATAFORMA CON APLIQUES;UN;CALZADO;
1S2VCWES%NG39;PLATAFORMA CON APLIQUES;UN;CALZADO;
1S2VCWES%NG40;PLATAFORMA CON APLIQUES;UN;CALZADO;
1S2VCYASMI%NG35;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%NG36;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%NG37;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%NG38;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%NG39;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%NG40;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%NG35;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%NG36;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%NG37;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%NG38;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%NG39;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%NG40;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%OF35;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%OF36;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%OF37;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%OF38;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%OF39;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%OF40;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%VD35;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%VD36;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%VD37;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%VD38;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%VD39;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMIN%VD40;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%OF35;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%OF36;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%OF37;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%OF38;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%OF39;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%OF40;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%VD35;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%VD36;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%VD37;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%VD38;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%VD39;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCYASMI%VD40;PLATAFORMA CRUZADA;UN;CALZADO;
1S2VCZIGGY%NG35;SANDALIA OJOTA;UN;CALZADO;
1S2VCZIGGY%NG36;SANDALIA OJOTA;UN;CALZADO;
1S2VCZIGGY%NG37;SANDALIA OJOTA;UN;CALZADO;
1S2VCZIGGY%NG38;SANDALIA OJOTA;UN;CALZADO;
1S2VCZIGGY%NG39;SANDALIA OJOTA;UN;CALZADO;
1S2VCZIGGY%NG40;SANDALIA OJOTA;UN;CALZADO;
1S2VCZUCO%MB35;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCZUCO%MB36;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCZUCO%MB37;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCZUCO%MB38;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCZUCO%MB39;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCZUCO%MB40;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCZUCO%NG35;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCZUCO%NG36;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCZUCO%NG37;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCZUCO%NG38;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCZUCO%NG39;SANDALIA CON TACHAS;UN;CALZADO;
1S2VCZUCO%NG40;SANDALIA CON TACHAS;UN;CALZADO;
1S2VDPINI%NG35;SANDALIA CON CADENA;UN;CALZADO;
1S2VDPINI%NG36;SANDALIA CON CADENA;UN;CALZADO;
1S2VDPINI%NG37;SANDALIA CON CADENA;UN;CALZADO;
1S2VDPINI%NG38;SANDALIA CON CADENA;UN;CALZADO;
1S2VDPINI%NG39;SANDALIA CON CADENA;UN;CALZADO;
1S2VDPINI%NG40;SANDALIA CON CADENA;UN;CALZADO;
1S2VDSANY%NG35;SANDALIA DE FAJA CRUZADA;UN;CALZADO;
1S2VDSANY%NG36;SANDALIA DE FAJA CRUZADA;UN;CALZADO;
1S2VDSANY%NG37;SANDALIA DE FAJA CRUZADA;UN;CALZADO;
1S2VDSANY%NG38;SANDALIA DE FAJA CRUZADA;UN;CALZADO;
1S2VDSANY%NG39;SANDALIA DE FAJA CRUZADA;UN;CALZADO;
1S2VDSANY%NG40;SANDALIA DE FAJA CRUZADA;UN;CALZADO;
1S2VGBING%MB35;PLATAFORMA CON PULSERA;UN;CALZADO;
1S2VGBING%MB36;PLATAFORMA CON PULSERA;UN;CALZADO;
1S2VGBING%MB37;PLATAFORMA CON PULSERA;UN;CALZADO;
1S2VGBING%MB38;PLATAFORMA CON PULSERA;UN;CALZADO;
1S2VGBING%MB39;PLATAFORMA CON PULSERA;UN;CALZADO;
1S2VGBING%MB40;PLATAFORMA CON PULSERA;UN;CALZADO;
1S2VGBING%NG35;PLATAFORMA CON PULSERA;UN;CALZADO;
1S2VGBING%NG36;PLATAFORMA CON PULSERA;UN;CALZADO;
1S2VGBING%NG37;PLATAFORMA CON PULSERA;UN;CALZADO;
1S2VGBING%NG38;PLATAFORMA CON PULSERA;UN;CALZADO;
1S2VGBING%NG39;PLATAFORMA CON PULSERA;UN;CALZADO;
1S2VGBING%NG40;PLATAFORMA CON PULSERA;UN;CALZADO;
1S2VGEVALU2%VD35;PLATAFORMA TIRA FINA;UN;CALZADO;
1S2VGEVALU2%VD36;PLATAFORMA TIRA FINA;UN;CALZADO;
1S2VGEVALU2%VD37;PLATAFORMA TIRA FINA;UN;CALZADO;
1S2VGEVALU2%VD38;PLATAFORMA TIRA FINA;UN;CALZADO;
1S2VGEVALU2%VD39;PLATAFORMA TIRA FINA;UN;CALZADO;
1S2VGEVALU2%VD40;PLATAFORMA TIRA FINA;UN;CALZADO;
1S2VGFAITH%NG35;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%NG36;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%NG37;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%NG38;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%NG39;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%NG40;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%VD35;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%VD36;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%VD37;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%VD38;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%VD39;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%VD40;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%XU35;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%XU36;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%XU37;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%XU38;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%XU39;FLAT DE GAMUZON;UN;CALZADO;
1S2VGFAITH%XU40;FLAT DE GAMUZON;UN;CALZADO;
1S2VGGAONA%MB35;OJOTA TRENZADA;UN;CALZADO;
1S2VGGAONA%MB36;OJOTA TRENZADA;UN;CALZADO;
1S2VGGAONA%MB37;OJOTA TRENZADA;UN;CALZADO;
1S2VGGAONA%MB38;OJOTA TRENZADA;UN;CALZADO;
1S2VGGAONA%MB39;OJOTA TRENZADA;UN;CALZADO;
1S2VGGAONA%MB40;OJOTA TRENZADA;UN;CALZADO;
1S2VGGAONA%NG35;OJOTA TRENZADA;UN;CALZADO;
1S2VGGAONA%NG36;OJOTA TRENZADA;UN;CALZADO;
1S2VGGAONA%NG37;OJOTA TRENZADA;UN;CALZADO;
1S2VGGAONA%NG38;OJOTA TRENZADA;UN;CALZADO;
1S2VGGAONA%NG39;OJOTA TRENZADA;UN;CALZADO;
1S2VGGAONA%NG40;OJOTA TRENZADA;UN;CALZADO;
1S2VGLENE%NG35;FLAT CON YUTE;UN;CALZADO;
1S2VGLENE%NG36;FLAT CON YUTE;UN;CALZADO;
1S2VGLENE%NG37;FLAT CON YUTE;UN;CALZADO;
1S2VGLENE%NG38;FLAT CON YUTE;UN;CALZADO;
